Item Name,Category,Version,Version_clean,return_probability,risk_category,Final_Revenue_Abs,is_return,Date
WHX,Product P,34 / C / FtO,34,0.9999696922364933,High,63.04,1,2018-11-20
WHX,Product P,34 / B / FtO,34,0.9999696922364933,High,63.04,1,2018-11-12
QID,Product H,38 / C / FtO,38,0.999969657505131,High,63.75,1,2019-01-24
QID,Product H,38 / C / FtO,38,0.999969657505131,High,63.75,1,2019-02-19
QID,Product H,38 / B / FtO,38,0.999969657505131,High,63.75,1,2019-01-24
RJF,Product P,33 / A / FtO,33,0.9999696246106805,High,62.5,1,2019-04-16
LQS,Product C,36 / A / FtO,36,0.9999695903749888,High,61.88,1,2018-11-23
KNB,Product H,34 / B / 34,34,0.9999695549149927,High,61.64,1,2018-11-08
YQX,Product H,34 / B / FtO,34,0.9999695549149927,High,61.64,1,2018-11-13
HZX,Product B,36 / A / FtO,36,0.999969517762233,High,61.67,1,2018-11-29
LQS,Product B,36 / C / FtO,36,0.999969517762233,High,61.67,1,2018-11-08
HZX,Product B,36 / C / FtO,36,0.999969517762233,High,61.67,1,2018-11-20
CLH,Product B,36 / B / 30,36,0.999969517762233,High,61.67,1,2018-11-23
CLH,Product B,36 / B / FtO,36,0.999969517762233,High,61.67,1,2019-02-04
LQS,Product B,36 / B / 34,36,0.999969517762233,High,61.67,1,2018-11-20
CLH,Product B,36 / C / 32,36,0.999969517762233,High,61.67,1,2019-03-14
CLH,Product B,36 / C / 32,36,0.999969517762233,High,61.67,1,2019-01-15
CLH,Product B,36 / B / FtO,36,0.999969517762233,High,61.67,1,2018-12-18
JAF,Product W,38 / B / FtO,38,0.9999695023144662,High,66.0,1,2018-12-20
ZQV,Product W,38 / B / FtO,38,0.9999695023144662,High,66.0,1,2018-12-17
JAF,Product W,38 / C / FtO,38,0.9999695023144662,High,66.0,1,2018-12-13
ZQV,Product W,38 / A / FtO,38,0.9999695023144662,High,66.0,1,2018-11-28
ZQV,Product W,38 / C / FtO,38,0.9999695023144662,High,66.0,1,2018-12-22
AYN,Product P,36 / A / FtO,36,0.9999694495583457,High,63.95,1,2019-04-17
YMR,Product W,30 / A / 31,30,0.9999694250250925,High,61.88,1,2019-01-04
XEB,Product D,31 / B / FtO,31,0.9999693573953872,High,59.33,1,2018-12-13
WHX,Product D,31 / A / FtO,31,0.9999693573953872,High,59.33,1,2019-01-15
XEB,Product D,31 / C / FtO,31,0.9999693573953872,High,59.33,1,2018-12-13
WHX,Product D,31 / A / 31,31,0.9999693573953872,High,59.33,1,2018-12-10
INU,Product D,31 / A / FtO,31,0.9999693573953872,High,59.33,1,2019-04-10
XEB,Product D,31 / B / FtO,31,0.9999693573953872,High,59.33,1,2018-11-27
WHX,Product D,31 / A / FtO,31,0.9999693573953872,High,59.33,1,2018-12-07
XEB,Product D,31 / A / FtO,31,0.9999693573953872,High,59.33,1,2018-12-24
WHX,Product D,31 / A / FtO,31,0.999969293180546,High,59.34,1,2018-12-19
TSH,Product D,31 / C / 30,31,0.999969293180546,High,59.34,1,2018-12-13
AYN,Product H,37 / C / FtO,37,0.9999692856219089,High,63.05,1,2019-02-04
QID,Product H,37 / B / FtO,37,0.9999692856219089,High,63.05,1,2019-03-28
AYN,Product H,37 / C / FtO,37,0.9999692856219089,High,63.05,1,2019-02-05
WHX,Product P,35 / B / FtO,35,0.9999692638023067,High,63.33,1,2018-12-12
WHX,Product P,35 / A / FtO,35,0.9999692638023067,High,63.33,1,2018-12-14
RJF,Product P,35 / C / 30,35,0.9999692638023067,High,63.33,1,2018-12-07
XEB,Product P,35 / A / FtO,35,0.9999692638023067,High,63.33,1,2018-12-12
WHX,Product P,35 / B / FtO,35,0.9999692638023067,High,63.33,1,2018-11-30
RJF,Product P,35 / B / FtO,35,0.9999692638023067,High,63.33,1,2018-12-07
AYN,Product P,35 / C / FtO,35,0.9999692638023067,High,63.33,1,2018-11-27
RJF,Product P,35 / A / FtO,35,0.9999692638023067,High,63.33,1,2018-12-12
WHX,Product P,35 / A / FtO,35,0.9999692638023067,High,63.33,1,2018-12-12
WHX,Product P,35 / C / FtO,35,0.9999692638023067,High,63.33,1,2018-12-12
WHX,Product P,35 / A / FtO,35,0.9999692638023067,High,63.33,1,2018-12-10
VXH,Product P,35 / B / FtO,35,0.9999692638023067,High,63.33,1,2018-12-12
NSP,Product P,35 / B / FtO,35,0.9999692638023067,High,63.33,1,2018-12-19
RJF,Product P,35 / C / 33,35,0.9999692638023067,High,63.33,1,2018-12-18
WHX,Product P,35 / A / FtO,35,0.9999692638023067,High,63.33,1,2018-12-19
VXH,Product P,35 / B / FtO,35,0.9999692638023067,High,63.33,1,2018-12-19
RJF,Product P,35 / A / 32,35,0.9999692638023067,High,63.33,1,2018-12-10
AYN,Product P,35 / B / FtO,35,0.9999692638023067,High,63.33,1,2018-12-11
RJF,Product P,35 / B / FtO,35,0.9999692638023067,High,63.33,1,2018-12-10
NSP,Product P,35 / B / FtO,35,0.9999692638023067,High,63.33,1,2019-01-03
TSH,Product P,35 / B / FtO,35,0.9999692638023067,High,63.33,1,2019-02-26
XEB,Product P,35 / B / FtO,35,0.9999692638023067,High,63.33,1,2019-01-15
XEB,Product P,35 / A / 34,35,0.9999691993913371,High,63.34,1,2018-12-19
TSH,Product P,35 / B / FtO,35,0.9999691993913371,High,63.34,1,2019-01-03
KNB,Product P,35 / A / FtO,35,0.9999691993913371,High,63.34,1,2018-12-12
VXH,Product P,35 / C / 31,35,0.9999691993913371,High,63.34,1,2018-12-20
WHX,Product P,35 / A / FtO,35,0.9999691993913371,High,63.34,1,2018-12-20
VXH,Product P,35 / B / FtO,35,0.9999691993913371,High,63.34,1,2019-02-26
TSH,Product P,35 / C / FtO,35,0.9999691993913371,High,63.34,1,2018-12-10
RJF,Product P,35 / B / FtO,35,0.9999691993913371,High,63.34,1,2018-12-06
XEB,Product P,35 / A / FtO,35,0.9999691993913371,High,63.34,1,2018-12-12
LQS,Product C,36 / A / FtO,36,0.999969186120278,High,61.67,1,2019-01-25
LQS,Product C,36 / A / FtO,36,0.999969186120278,High,61.67,1,2018-11-16
LQS,Product C,36 / B / FtO,36,0.999969186120278,High,61.67,1,2019-03-03
LQS,Product C,36 / C / 33,36,0.999969186120278,High,61.67,1,2019-02-22
UQJ,Product H,30 / A / FtO,30,0.9999690518662762,High,59.33,1,2018-12-18
YQX,Product H,30 / B / FtO,30,0.9999690518662762,High,59.33,1,2019-02-01
YQX,Product H,30 / B / 30,30,0.9999690518662762,High,59.33,1,2019-01-07
YQX,Product H,30 / A / FtO,30,0.9999690518662762,High,59.33,1,2019-02-18
YQX,Product H,30 / A / FtO,30,0.9999690518662762,High,59.33,1,2018-12-21
UQJ,Product H,30 / B / 28,30,0.9999690518662762,High,59.33,1,2018-12-14
YQX,Product H,30 / A / 30,30,0.9999690518662762,High,59.33,1,2018-12-19
QID,Product H,30 / B / FtO,30,0.9999690518662762,High,59.33,1,2018-12-12
YQX,Product H,30 / B / FtO,30,0.9999690518662762,High,59.33,1,2018-12-12
QID,Product H,30 / B / 32,30,0.9999690518662762,High,59.33,1,2018-12-19
AYN,Product H,30 / A / FtO,30,0.9999690518662762,High,59.33,1,2018-12-06
NMA,Product H,30 / A / 31,30,0.9999690518662762,High,59.33,1,2018-11-26
NMA,Product H,30 / A / FtO,30,0.9999690518662762,High,59.33,1,2019-03-14
QID,Product H,30 / A / FtO,30,0.9999690518662762,High,59.33,1,2019-03-29
NMA,Product H,30 / A / 30,30,0.9999690518662762,High,59.33,1,2019-03-25
UQJ,Product H,30 / A / FtO,30,0.9999690518662762,High,59.33,1,2018-12-24
OHR,Product H,30 / A / FtO,30,0.9999690518662762,High,59.33,1,2018-12-21
NWB,Product H,30 / A / 32,30,0.9999690518662762,High,59.33,1,2018-12-19
AYN,Product P,36 / A / FtO,36,0.9999690494149305,High,63.75,1,2018-11-14
ZQV,Product W,30 / A / FtO,30,0.9999690185723473,High,61.67,1,2018-11-23
UQJ,Product H,30 / A / FtO,30,0.9999689870111859,High,59.34,1,2018-12-21
NWB,Product H,30 / A / FtO,30,0.9999689870111859,High,59.34,1,2018-12-20
YQX,Product H,30 / A / FtO,30,0.9999689870111859,High,59.34,1,2019-03-14
YQX,Product H,30 / B / FtO,30,0.9999689870111859,High,59.34,1,2018-12-19
WHX,Product P,32 / A / FtO,32,0.999968962772197,High,61.67,1,2018-11-06
WHX,Product P,32 / B / FtO,32,0.9999689447688597,High,61.64,1,2018-11-03
YQX,Product L,35 / B / 9,35,0.9999689041506948,High,62.5,1,2019-04-23
WHX,Product D,36 / A / FtO,36,0.9999688508702229,High,61.67,1,2019-01-08
HZX,Product D,36 / A / FtO,36,0.9999688508702229,High,61.67,1,2018-12-06
FQD,Product H,33 / B / 31,33,0.9999687720881144,High,60.73,1,2019-03-28
RJF,Product P,35 / A / FtO,35,0.9999686640225434,High,63.04,1,2018-11-05
RJF,Product P,35 / B / FtO,35,0.9999686640225434,High,63.04,1,2018-11-21
NMA,Product H,40 / B / FtO,40,0.99996862811293,High,63.75,1,2019-03-14
YQX,Product H,40 / B / FtO,40,0.99996862811293,High,63.75,1,2019-03-14
YQX,Product H,40 / C / FtO,40,0.99996862811293,High,63.75,1,2019-02-19
AYN,Product H,40 / C / FtO,40,0.99996862811293,High,63.75,1,2018-11-23
UQJ,Product H,40 / C / FtO,40,0.99996862811293,High,63.75,1,2018-11-23
YQX,Product H,36 / C / FtO,36,0.9999686103306424,High,62.21,1,2019-01-23
WHX,Product P,34 / A / FtO,34,0.9999685941025455,High,62.5,1,2019-02-04
TSH,Product D,40 / C / FtO,40,0.9999685510434877,High,63.04,1,2018-11-06
YQX,Product H,35 / B / FtO,35,0.9999685402908455,High,61.67,1,2019-02-13
CLH,Product B,37 / B / FtO,37,0.9999684836292974,High,61.67,1,2018-11-08
YMR,Product W,40 / C / FtO,40,0.99996846765747,High,66.0,1,2019-02-14
ZQV,Product W,40 / C / FtO,40,0.99996846765747,High,66.0,1,2019-01-02
JAF,Product W,40 / A / FtO,40,0.99996846765747,High,66.0,1,2019-01-23
MAG,Product B,28 / B / FtO,28,0.9999683732064987,High,57.5,1,2019-01-24
NWB,Product D,32 / B / FtO,32,0.9999683178220578,High,59.33,1,2018-12-22
WHX,Product D,32 / C / FtO,32,0.9999683178220578,High,59.33,1,2019-01-04
WHX,Product D,32 / A / FtO,32,0.9999683178220578,High,59.33,1,2018-12-10
NMA,Product D,32 / B / FtO,32,0.9999683178220578,High,59.33,1,2019-04-11
WHX,Product D,32 / A / FtO,32,0.9999683178220578,High,59.33,1,2018-12-10
WHX,Product D,32 / B / FtO,32,0.9999683178220578,High,59.33,1,2019-01-16
WHX,Product D,32 / A / FtO,32,0.9999683178220578,High,59.33,1,2019-02-12
XEB,Product D,32 / B / FtO,32,0.9999683178220578,High,59.33,1,2019-01-03
WHX,Product D,32 / B / FtO,32,0.9999683178220578,High,59.33,1,2019-04-12
WHX,Product D,32 / C / FtO,32,0.9999683178220578,High,59.33,1,2018-12-19
WHX,Product D,32 / B / 32,32,0.9999683178220578,High,59.33,1,2018-12-19
WHX,Product D,32 / A / FtO,32,0.9999683178220578,High,59.33,1,2018-12-12
WHX,Product D,32 / A / FtO,32,0.9999683178220578,High,59.33,1,2018-12-20
WHX,Product D,32 / B / 30,32,0.9999683178220578,High,59.33,1,2019-01-04
WHX,Product D,32 / C / FtO,32,0.9999683178220578,High,59.33,1,2019-01-04
OTH,Product D,32 / B / FtO,32,0.9999683178220578,High,59.33,1,2019-04-12
YQX,Product T,33 / A / 9,33,0.9999682809630897,High,62.5,1,2018-12-06
WHX,Product D,32 / B / 33,32,0.999968251428749,High,59.34,1,2018-12-12
NMA,Product D,32 / B / FtO,32,0.999968251428749,High,59.34,1,2019-04-12
OHR,Product D,32 / B / FtO,32,0.999968251428749,High,59.34,1,2018-12-20
WHX,Product D,32 / A / FtO,32,0.999968251428749,High,59.34,1,2018-11-30
QID,Product H,38 / B / FtO,38,0.9999682436136875,High,63.05,1,2019-03-13
QID,Product H,38 / B / FtO,38,0.9999682374747156,High,63.04,1,2019-01-02
WHX,Product P,36 / B / FtO,36,0.9999682271960084,High,63.34,1,2018-12-20
XEB,Product P,36 / B / FtO,36,0.9999682210538625,High,63.33,1,2018-12-14
XEB,Product P,36 / C / FtO,36,0.9999682210538625,High,63.33,1,2018-11-30
NSP,Product P,36 / B / FtO,36,0.9999682210538625,High,63.33,1,2019-01-08
XEB,Product P,36 / B / FtO,36,0.9999682210538625,High,63.33,1,2019-01-04
AYN,Product P,36 / C / FtO,36,0.9999682210538625,High,63.33,1,2019-03-05
XEB,Product P,36 / B / FtO,36,0.9999682210538625,High,63.33,1,2018-12-28
XEB,Product P,36 / C / FtO,36,0.9999682210538625,High,63.33,1,2019-01-28
XEB,Product P,36 / B / FtO,36,0.9999682210538625,High,63.33,1,2018-12-07
RJF,Product P,36 / A / FtO,36,0.9999682210538625,High,63.33,1,2019-01-25
WHX,Product P,36 / B / FtO,36,0.9999682210538625,High,63.33,1,2018-12-21
RJF,Product P,36 / B / FtO,36,0.9999682210538625,High,63.33,1,2018-12-21
RJF,Product P,36 / B / FtO,36,0.9999682210538625,High,63.33,1,2018-12-12
WHX,Product P,36 / C / FtO,36,0.9999682210538625,High,63.33,1,2018-12-19
RJF,Product P,36 / C / FtO,36,0.9999682210538625,High,63.33,1,2019-01-14
AYN,Product P,36 / A / 33,36,0.9999682210538625,High,63.33,1,2018-12-24
YYI,Product P,36 / B / 29,36,0.9999682210538625,High,63.33,1,2018-12-19
KNB,Product P,36 / A / FtO,36,0.9999682210538625,High,63.33,1,2018-12-20
XEB,Product P,36 / A / FtO,36,0.9999682210538625,High,63.33,1,2018-12-28
WHX,Product P,36 / A / 29,36,0.9999682210538625,High,63.33,1,2018-12-20
VXH,Product P,36 / C / FtO,36,0.9999682210538625,High,63.33,1,2019-01-14
RJF,Product P,36 / B / FtO,36,0.9999682210538625,High,63.33,1,2018-12-20
WHX,Product P,36 / B / FtO,36,0.9999682210538625,High,63.33,1,2018-12-12
RJF,Product P,36 / A / FtO,36,0.9999682210538625,High,63.33,1,2019-01-21
DAL,Product P,36 / B / FtO,36,0.9999682210538625,High,63.33,1,2018-12-10
RJF,Product P,36 / B / FtO,36,0.9999682210538625,High,63.33,1,2018-12-24
WHX,Product P,36 / B / FtO,36,0.9999682210538625,High,63.33,1,2018-12-12
YYI,Product P,36 / B / 30,36,0.9999682210538625,High,63.33,1,2018-12-13
WHX,Product P,36 / B / FtO,36,0.9999682210538625,High,63.33,1,2018-12-19
WHX,Product P,36 / A / FtO,36,0.9999682210538625,High,63.33,1,2019-01-14
XEB,Product P,36 / A / 29,36,0.9999682210538625,High,63.33,1,2018-12-20
KNB,Product P,36 / B / FtO,36,0.9999682210538625,High,63.33,1,2018-12-05
WHX,Product P,36 / B / FtO,36,0.9999682210538625,High,63.33,1,2019-01-10
VXH,Product P,36 / C / FtO,36,0.9999682210538625,High,63.33,1,2018-12-12
VXH,Product P,36 / B / FtO,36,0.9999682210538625,High,63.33,1,2019-01-04
RJF,Product P,36 / C / FtO,36,0.9999682210538625,High,63.33,1,2019-01-28
VXH,Product P,36 / B / FtO,36,0.9999682210538625,High,63.33,1,2018-12-13
NSP,Product P,36 / A / 31,36,0.9999682210538625,High,63.33,1,2018-12-11
NSP,Product P,36 / B / 32,36,0.9999682210538625,High,63.33,1,2019-01-04
WHX,Product P,36 / B / FtO,36,0.9999681544577724,High,63.34,1,2019-01-15
RJF,Product P,36 / C / FtO,36,0.9999681544577724,High,63.34,1,2019-01-04
RJF,Product P,36 / B / FtO,36,0.9999681544577724,High,63.34,1,2019-01-04
WHX,Product P,36 / B / FtO,36,0.9999681544577724,High,63.34,1,2018-12-20
RJF,Product P,36 / B / FtO,36,0.9999681544577724,High,63.34,1,2018-12-06
WHX,Product P,36 / A / FtO,36,0.9999681544577724,High,63.34,1,2018-12-10
RJF,Product P,36 / B / FtO,36,0.9999681544577724,High,63.34,1,2018-12-19
WHX,Product P,36 / A / FtO,36,0.9999681544577724,High,63.34,1,2019-01-21
YQX,Product Q,34 / B / FtO,34,0.9999681304872499,High,62.42,1,2018-11-05
QID,Product H,31 / A / FtO,31,0.9999680081124706,High,59.34,1,2019-04-05
YQX,Product H,31 / C / FtO,31,0.9999680019279742,High,59.33,1,2019-02-22
UQJ,Product H,31 / A / FtO,31,0.9999680019279742,High,59.33,1,2018-12-10
QID,Product H,31 / A / 32,31,0.9999680019279742,High,59.33,1,2019-03-29
AYN,Product H,31 / B / FtO,31,0.9999680019279742,High,59.33,1,2019-01-04
NWB,Product H,31 / A / FtO,31,0.9999680019279742,High,59.33,1,2018-11-26
YQX,Product H,31 / B / FtO,31,0.9999680019279742,High,59.33,1,2018-12-14
QID,Product H,31 / B / FtO,31,0.9999680019279742,High,59.33,1,2019-01-09
NWB,Product H,31 / A / FtO,31,0.9999680019279742,High,59.33,1,2018-12-24
NWB,Product H,31 / A / FtO,31,0.9999680019279742,High,59.33,1,2018-12-12
NWB,Product H,31 / A / FtO,31,0.9999680019279742,High,59.33,1,2018-12-13
KNB,Product H,31 / B / 32,31,0.9999680019279742,High,59.33,1,2019-04-30
YQX,Product H,31 / A / FtO,31,0.9999680019279742,High,59.33,1,2019-01-16
YQX,Product H,31 / A / FtO,31,0.9999680019279742,High,59.33,1,2018-12-11
YQX,Product H,31 / A / 31,31,0.9999680019279742,High,59.33,1,2019-03-14
QID,Product H,31 / B / FtO,31,0.9999680019279742,High,59.33,1,2019-01-04
EYV,Product H,31 / B / FtO,31,0.9999680019279742,High,59.33,1,2018-12-19
QID,Product H,31 / A / FtO,31,0.9999680019279742,High,59.33,1,2018-12-20
KNB,Product H,31 / B / FtO,31,0.9999680019279742,High,59.33,1,2019-01-29
ZQV,Product W,31 / C / FtO,31,0.9999679675045603,High,61.67,1,2018-12-19
OUT,Product W,31 / A / FtO,31,0.9999679675045603,High,61.67,1,2018-12-05
QID,Product H,31 / B / FtO,31,0.9999679348726976,High,59.34,1,2018-12-12
AYN,Product H,31 / B / FtO,31,0.9999679348726976,High,59.34,1,2019-01-29
YQX,Product H,31 / A / FtO,31,0.9999679348726976,High,59.34,1,2018-12-13
NMA,Product H,31 / B / FtO,31,0.9999679348726976,High,59.34,1,2019-02-15
CLH,Product B,38 / A / FtO,38,0.9999678419111723,High,61.88,1,2018-12-13
XEB,Product P,36 / B / FtO,36,0.9999676009267825,High,63.04,1,2018-11-13
YYI,Product P,36 / B / FtO,36,0.9999676009267825,High,63.04,1,2018-11-13
RJF,Product P,35 / A / FtO,35,0.999967528634775,High,62.5,1,2019-04-11
YQX,Product H,36 / B / FtO,36,0.9999674729975336,High,61.67,1,2019-03-04
RJF,Product P,28 / A / 30,28,0.9999674603797334,High,59.37,1,2018-11-26
LQS,Product B,38 / A / FtO,38,0.9999674144137645,High,61.67,1,2018-12-19
ZQV,Product W,32 / B / FtO,32,0.9999673836286893,High,61.87,1,2018-12-13
YMR,Product W,32 / B / FtO,32,0.9999673836286893,High,61.87,1,2018-12-18
OUT,Product W,32 / B / FtO,32,0.9999673836286893,High,61.87,1,2018-11-14
OUT,Product W,32 / C / FtO,32,0.999967315277745,High,61.88,1,2018-11-14
YMR,Product W,32 / A / FtO,32,0.999967315277745,High,61.88,1,2018-11-12
HZX,Product B,30 / B / 31,30,0.9999673002449151,High,57.5,1,2019-01-25
WHX,Product D,33 / A / 29,33,0.9999672429815791,High,59.33,1,2018-12-13
WHX,Product D,33 / B / FtO,33,0.9999672429815791,High,59.33,1,2018-12-19
NWB,Product D,33 / A / FtO,33,0.9999672429815791,High,59.33,1,2019-01-02
TSH,Product D,33 / C / FtO,33,0.9999672429815791,High,59.33,1,2018-12-10
OHR,Product D,33 / A / FtO,33,0.9999672429815791,High,59.33,1,2018-12-10
WHX,Product D,33 / C / 33,33,0.9999672429815791,High,59.33,1,2019-01-16
WHX,Product D,33 / B / FtO,33,0.9999672429815791,High,59.33,1,2019-04-12
WHX,Product D,33 / C / FtO,33,0.999967174335904,High,59.34,1,2019-01-04
WHX,Product D,33 / C / FtO,33,0.999967174335904,High,59.34,1,2018-12-12
WHX,Product D,33 / A / FtO,33,0.999967174335904,High,59.34,1,2019-01-10
WHX,Product D,33 / B / FtO,33,0.999967174335904,High,59.34,1,2018-11-30
WHX,Product D,33 / C / FtO,33,0.999967174335904,High,59.34,1,2019-01-04
WHX,Product D,33 / C / FtO,33,0.999967174335904,High,59.34,1,2019-01-11
QID,Product H,40 / A / FtO,40,0.9999671599084856,High,63.04,1,2019-04-16
YQX,Product H,40 / A / FtO,40,0.9999671599084856,High,63.04,1,2019-04-16
NMA,Product H,40 / C / 31,40,0.9999671599084856,High,63.04,1,2018-11-06
WHX,Product P,37 / B / FtO,37,0.999967142930562,High,63.33,1,2018-12-12
RJF,Product P,37 / B / FtO,37,0.999967142930562,High,63.33,1,2019-01-25
TSH,Product P,37 / B / FtO,37,0.999967142930562,High,63.33,1,2018-12-06
WHX,Product P,37 / B / FtO,37,0.999967142930562,High,63.33,1,2018-12-19
VXH,Product P,37 / A / FtO,37,0.999967142930562,High,63.33,1,2018-12-12
RJF,Product P,37 / A / FtO,37,0.999967142930562,High,63.33,1,2019-01-17
NSP,Product P,37 / A / FtO,37,0.999967142930562,High,63.33,1,2018-12-06
XEB,Product P,37 / B / FtO,37,0.9999670740752266,High,63.34,1,2018-12-28
AYN,Product P,37 / A / FtO,37,0.9999670740752266,High,63.34,1,2018-12-12
LQS,Product C,38 / B / FtO,38,0.9999670598884625,High,61.67,1,2019-03-05
LQS,Product C,38 / A / FtO,38,0.9999670598884625,High,61.67,1,2019-02-21
MTW,Product C,30 / A / FtO,30,0.9999669444775179,High,57.5,1,2019-01-22
MTW,Product C,30 / B / FtO,30,0.9999669444775179,High,57.5,1,2019-01-14
MTW,Product C,30 / B / FtO,30,0.9999669444775179,High,57.5,1,2019-01-10
MTW,Product C,30 / B / FtO,30,0.9999669444775179,High,57.5,1,2019-01-21
MTW,Product C,30 / B / FtO,30,0.9999669444775179,High,57.5,1,2019-01-02
LQS,Product C,30 / B / 31,30,0.9999669444775179,High,57.5,1,2019-03-22
MTW,Product C,30 / A / 31,30,0.9999669444775179,High,57.5,1,2019-02-05
QID,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2018-12-12
AYN,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2019-01-04
NWB,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2018-12-21
YQX,Product H,32 / B / FtO,32,0.9999669163709183,High,59.33,1,2019-02-20
ELV,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2018-12-11
UQJ,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2018-12-13
YQX,Product H,32 / B / FtO,32,0.9999669163709183,High,59.33,1,2019-01-09
YQX,Product H,32 / A / 33,32,0.9999669163709183,High,59.33,1,2019-03-26
AYN,Product H,32 / C / FtO,32,0.9999669163709183,High,59.33,1,2019-01-11
YQX,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2019-01-04
YQX,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2019-04-27
KNB,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2018-12-14
KNB,Product H,32 / C / 33,32,0.9999669163709183,High,59.33,1,2019-03-07
QID,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2019-01-18
YQX,Product H,32 / B / FtO,32,0.9999669163709183,High,59.33,1,2018-12-22
NWB,Product H,32 / A / 33,32,0.9999669163709183,High,59.33,1,2018-12-10
QID,Product H,32 / B / FtO,32,0.9999669163709183,High,59.33,1,2018-12-19
YQX,Product H,32 / B / FtO,32,0.9999669163709183,High,59.33,1,2018-12-13
QID,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2019-03-21
YQX,Product H,32 / B / FtO,32,0.9999669163709183,High,59.33,1,2019-03-11
NWB,Product H,32 / A / 33,32,0.9999669163709183,High,59.33,1,2019-01-10
KNB,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2019-04-03
QID,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2019-01-09
QID,Product H,32 / C / 30,32,0.9999669163709183,High,59.33,1,2018-12-12
UQJ,Product H,32 / B / 31,32,0.9999669163709183,High,59.33,1,2019-01-04
YQX,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2019-01-11
UQJ,Product H,32 / B / FtO,32,0.9999669163709183,High,59.33,1,2018-12-12
YQX,Product H,32 / C / FtO,32,0.9999669163709183,High,59.33,1,2018-12-12
AYN,Product H,32 / B / FtO,32,0.9999669163709183,High,59.33,1,2019-04-09
YQX,Product H,32 / C / FtO,32,0.9999669163709183,High,59.33,1,2019-01-16
NWB,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2019-01-10
UQJ,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2018-12-13
UQJ,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2019-02-12
QID,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2019-02-12
KNB,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2018-12-21
UQJ,Product H,32 / B / FtO,32,0.9999669163709183,High,59.33,1,2018-12-06
YQX,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2019-03-11
YQX,Product H,32 / A / FtO,32,0.9999669163709183,High,59.33,1,2018-12-14
VXH,Product P,38 / B / FtO,38,0.9999669137504292,High,63.75,1,2018-11-13
WHX,Product P,38 / B / FtO,38,0.9999669137504292,High,63.75,1,2018-11-04
RJF,Product P,38 / B / FtO,38,0.9999669137504292,High,63.75,1,2018-11-12
WHX,Product P,38 / A / FtO,38,0.9999669137504292,High,63.75,1,2018-11-01
ZQV,Product W,32 / C / FtO,32,0.9999668807797045,High,61.67,1,2018-12-13
YMR,Product W,32 / A / 32,32,0.9999668807797045,High,61.67,1,2019-01-04
ZQV,Product W,32 / A / FtO,32,0.9999668807797045,High,61.67,1,2018-12-19
OUT,Product W,32 / A / FtO,32,0.9999668807797045,High,61.67,1,2018-11-22
YMR,Product W,32 / A / FtO,32,0.9999668807797045,High,61.67,1,2018-11-19
OUT,Product W,32 / A / FtO,32,0.9999668807797045,High,61.67,1,2018-11-14
YMR,Product W,32 / A / FtO,32,0.9999668807797045,High,61.67,1,2018-12-20
YMR,Product W,32 / A / FtO,32,0.9999668807797045,High,61.67,1,2018-11-08
AYN,Product H,32 / A / FtO,32,0.9999668470408197,High,59.34,1,2018-12-14
ELV,Product H,32 / A / FtO,32,0.9999668470408197,High,59.34,1,2019-01-17
AYN,Product H,32 / A / FtO,32,0.9999668470408197,High,59.34,1,2019-01-04
QID,Product H,32 / A / FtO,32,0.9999668470408197,High,59.34,1,2018-12-07
YQX,Product H,32 / A / FtO,32,0.9999668470408197,High,59.34,1,2018-12-11
YQX,Product H,32 / C / FtO,32,0.9999668470408197,High,59.34,1,2018-12-19
UQJ,Product H,32 / A / FtO,32,0.9999668470408197,High,59.34,1,2018-12-06
UQJ,Product H,32 / A / FtO,32,0.9999668470408197,High,59.34,1,2018-12-13
CLH,Product D,36 / A / FtO,36,0.9999668318980619,High,61.97,1,2018-11-23
XEB,Product P,34 / B / 31,34,0.9999668211293381,High,61.67,1,2019-01-30
LQS,Product B,40 / C / FtO,40,0.9999667509256143,High,61.88,1,2018-11-13
CRH,Product G,28 / B / 9,28,0.9999666148906593,High,57.5,1,2019-04-24
WHX,Product P,36 / B / FtO,36,0.999966427021454,High,62.5,1,2019-03-29
YQX,Product H,37 / A / FtO,37,0.9999663694967447,High,61.67,1,2019-03-21
